Short Name,Position,League Name,Club Name,Nationality,Age,Overall,Gross Annual Eur,Predicted Center Eur,Predicted Low Eur,Predicted High Eur,Status
Evanilson,Attacker,Premier League,AFC Bournemouth,Brazil,25,80,5120443.0,4761315.0,4106805.0,5439701.0,fair
L. Geertruida,Defender,Premier League,Sunderland,Netherlands,24,78,5120443.0,3684928.0,3278153.0,4198339.0,overpaid
L. Dunk,Defender,Premier League,Brighton & Hove Albion,England,33,77,5120443.0,3784400.0,3340040.0,4391396.0,overpaid
Marcos Leonardo,Attacker,Saudi Pro League,Al Hilal,Brazil,22,79,5100000.0,3652603.0,3031191.0,4421306.0,overpaid
Danilo Pereira,Defender,Saudi Pro League,Al Ittihad,Portugal,33,81,5100000.0,4654265.0,4235169.0,5179474.0,fair
V. Atangana,Midfielder,Saudi Pro League,Al Ahli SFC,France,19,73,5100000.0,1310891.0,1056972.0,1578749.0,overpaid
Igor Paixão,Attacker,Ligue 1,Olympique de Marseille,Brazil,25,80,5090000.0,4186857.0,3633762.0,4883835.0,overpaid
B. Samba,Goalkeeper,Ligue 1,Stade Rennais FC,France,31,80,5090000.0,3708782.0,2938229.0,4610701.0,overpaid
B. Embolo,Attacker,Ligue 1,Stade Rennais FC,Switzerland,28,77,5090000.0,2966170.0,2506293.0,3450533.0,overpaid
M. Sanson,Midfielder,Ligue 1,OGC Nice,France,30,76,5090000.0,2567969.0,2273572.0,2954249.0,overpaid
K. Adeyemi,Attacker,Bundesliga,Borussia Dortmund,Germany,23,81,5000000.0,6103261.0,5020462.0,7579849.0,underpaid
J. Ryerson,Defender,Bundesliga,Borussia Dortmund,Norway,27,79,5000000.0,3792025.0,3389931.0,4265800.0,overpaid
D. Zapata,Attacker,Serie A,Torino,Colombia,34,82,5000000.0,5185350.0,4287527.0,6341006.0,fair
M. Mittelstädt,Defender,Bundesliga,VfB Stuttgart,Germany,28,82,4910000.0,5499991.0,4635532.0,6393621.0,fair
H. Mkhitaryan,Midfielder,Serie A,Inter,Armenia,36,83,4870000.0,4834528.0,3880950.0,6137868.0,fair
J. Willock,Midfielder,Premier League,Newcastle United,England,25,76,4819241.0,3505646.0,3148208.0,3950926.0,overpaid
K. Mitoma,Midfielder,Premier League,Brighton & Hove Albion,Japan,28,82,4819241.0,5788292.0,4831367.0,6695359.0,underpaid
Moi Gómez,Midfielder,La Liga,CA Osasuna,Spain,31,77,4819241.0,2020590.0,1721946.0,2447816.0,overpaid
H. Barnes,Attacker,Premier League,Newcastle United,England,27,80,4819241.0,5214604.0,4441951.0,5842367.0,fair
M. Keane,Defender,Premier League,Everton,England,32,73,4819241.0,1616663.0,1389572.0,1876861.0,overpaid
J. Todibo,Defender,Premier League,West Ham United,France,25,78,4819241.0,3817012.0,3379573.0,4363417.0,overpaid
A. Iwobi,Midfielder,Premier League,Fulham FC,Nigeria,29,80,4819241.0,5816890.0,4764046.0,6981707.0,fair
J. Bellingham,Attacker,Bundesliga,Borussia Dortmund,England,19,74,4720000.0,2469139.0,2199767.0,2895514.0,overpaid
M. Amoura,Attacker,Bundesliga,VfL Wolfsburg,Algeria,25,80,4720000.0,4461540.0,3774619.0,5241566.0,fair
F. Honorat,Midfielder,Bundesliga,Borussia Mönchengladbach,France,28,80,4720000.0,3553738.0,3097803.0,4156031.0,overpaid
M. Tillman,Midfielder,Bundesliga,Bayer 04 Leverkusen,USA,23,82,4720000.0,6027780.0,5202910.0,6940020.0,underpaid
J. Bellingham,Attacker,Bundesliga,Borussia Dortmund,England,19,74,4720000.0,2469139.0,2199767.0,2895514.0,overpaid
M. Eggestein,Midfielder,Bundesliga,SC Freiburg,Germany,28,75,4720000.0,2568533.0,2236056.0,2995689.0,overpaid
N. Schlotterbeck,Defender,Bundesliga,Borussia Dortmund,Germany,25,85,4720000.0,6557255.0,5417049.0,7699211.0,underpaid
M. Arnold,Midfielder,Bundesliga,VfL Wolfsburg,Germany,31,79,4720000.0,3757208.0,3301448.0,4246850.0,overpaid
A. Buongiorno,Defender,Serie A,Napoli,Italy,26,82,4630000.0,5886377.0,5141813.0,6623305.0,underpaid
S. Ricci,Midfielder,Serie A,AC Milan,Italy,23,78,4630000.0,2850884.0,2433328.0,3363839.0,overpaid
G. Mikautadze,Attacker,La Liga,Villarreal CF,Georgia,24,77,4580000.0,2726452.0,2377599.0,3139221.0,overpaid
Lee Kang In,Midfielder,Ligue 1,Paris Saint-Germain,Korea Republic,24,79,4550000.0,4848289.0,4312508.0,5344315.0,fair
T. Weah,Attacker,Ligue 1,Olympique de Marseille,USA,25,77,4550000.0,3765146.0,3434525.0,4168198.0,overpaid
B. André,Midfielder,Ligue 1,Lille OSC,France,34,80,4550000.0,4342102.0,3710218.0,4969067.0,fair
J. Clauss,Midfielder,Ligue 1,OGC Nice,France,32,80,4550000.0,3439628.0,2964998.0,4017861.0,overpaid
P. Aubameyang,Attacker,Ligue 1,Olympique de Marseille,Gabon,36,81,4550000.0,5307579.0,4156586.0,7080514.0,fair
L. Blas,Midfielder,Ligue 1,Stade Rennais FC,France,27,77,4550000.0,2799402.0,2401354.0,3206243.0,overpaid
V. Grifo,Midfielder,Bundesliga,SC Freiburg,Italy,32,80,4530000.0,3501928.0,3017442.0,4096340.0,overpaid
A. Stiller,Midfielder,Bundesliga,VfB Stuttgart,Germany,24,83,4530000.0,6119965.0,5268999.0,6744317.0,underpaid
D. Undav,Midfielder,Bundesliga,VfB Stuttgart,Germany,28,80,4530000.0,5953248.0,4736019.0,7733084.0,underpaid
J. Henderson,Midfielder,Premier League,Brentford,England,35,79,4518038.0,3728765.0,3212074.0,4288037.0,overpaid
M. Damsgaard,Midfielder,Premier League,Brentford,Denmark,24,80,4518038.0,4736821.0,4119639.0,5352137.0,fair
G. Vicario,Goalkeeper,Premier League,Tottenham Hotspur,Italy,28,82,4518038.0,5032195.0,4471416.0,5648375.0,fair
T. Arokodare,Attacker,Premier League,Wolverhampton Wanderers,Nigeria,24,79,4518038.0,4167566.0,3639163.0,4936353.0,fair
K. Walker,Defender,Premier League,Burnley,England,35,79,4518038.0,3597103.0,3052326.0,4213844.0,overpaid
R. Bentancur,Midfielder,Premier League,Tottenham Hotspur,Uruguay,28,80,4518038.0,5343102.0,4558389.0,6114867.0,underpaid
Murillo,Defender,Premier League,Nottingham Forest,Brazil,22,83,4518038.0,6052190.0,5272318.0,6910621.0,underpaid
J. Bellegarde,Attacker,Premier League,Wolverhampton Wanderers,France,27,75,4518038.0,2612148.0,2264756.0,3153429.0,overpaid
M. Thiaw,Defender,Premier League,Newcastle United,Germany,23,78,4518038.0,3815399.0,3532469.0,4253787.0,overpaid
E. Le Fée,Midfielder,Premier League,Sunderland,France,25,76,4518038.0,3279412.0,2901885.0,3769411.0,overpaid
E. Konsa,Defender,Premier League,Aston Villa,England,27,82,4518038.0,5637046.0,4893505.0,6328708.0,underpaid
J. Grealish,Midfielder,Premier League,Everton,England,29,80,4518038.0,6943383.0,5748161.0,8426397.0,underpaid
G. Rutter,Attacker,Premier League,Brighton & Hove Albion,France,23,77,4518038.0,3784291.0,3420256.0,4242697.0,overpaid
E. Buendía,Midfielder,Premier League,Aston Villa,Argentina,28,77,4518038.0,4390939.0,3790662.0,5060024.0,fair
I. Sangaré,Midfielder,Premier League,Nottingham Forest,Côte d'Ivoire,27,77,4518038.0,4163294.0,3738299.0,4635114.0,fair
F. Tomori,Defender,Serie A,AC Milan,England,27,81,4490000.0,5558203.0,4833679.0,6307628.0,underpaid
A. Cambiaso,Midfielder,Serie A,Juventus,Italy,25,79,4440000.0,4478802.0,3926751.0,5179074.0,fair
A. Pinamonti,Attacker,Serie A,Sassuolo,Italy,26,75,4440000.0,1868124.0,1472966.0,2497471.0,overpaid
A. Golovin,Midfielder,Ligue 1,AS Monaco,Russia,29,79,4370000.0,3691134.0,3206916.0,4220601.0,overpaid
N. Okafor,Attacker,Premier League,Leeds United,Switzerland,25,76,4367437.0,2748001.0,2342521.0,3295720.0,overpaid
M. Svilar,Goalkeeper,Serie A,Roma,Serbia,25,82,4360000.0,4711926.0,4252328.0,5509751.0,fair
C. Baumgartner,Midfielder,Bundesliga,RB Leipzig,Austria,25,77,4340000.0,3505274.0,3054801.0,4017923.0,overpaid
D. Malen,Attacker,Premier League,Aston Villa,Netherlands,26,79,4260000.0,5149500.0,4588576.0,5623067.0,underpaid
Miguel Gutiérrez,Defender,Serie A,Napoli,Spain,23,81,4260000.0,5777274.0,4739306.0,6822503.0,underpaid
P. Sarr,Midfielder,Premier League,Tottenham Hotspur,Senegal,22,79,4216835.0,4810020.0,4225811.0,5334905.0,underpaid
D. Burn,Defender,Premier League,Newcastle United,England,33,79,4216835.0,4308728.0,3703118.0,5051820.0,fair
R. Christie,Midfielder,Premier League,AFC Bournemouth,Scotland,30,79,4216835.0,4112286.0,3689301.0,4690632.0,fair
Hwang Hee Chan,Attacker,Premier League,Wolverhampton Wanderers,Korea Republic,29,75,4216835.0,2729629.0,2209405.0,3600959.0,overpaid
E. Smith Rowe,Midfielder,Premier League,Fulham FC,England,24,77,4216835.0,3613465.0,3335296.0,4003588.0,overpaid
I. Sarr,Attacker,Premier League,Crystal Palace,Senegal,27,79,4216835.0,4491701.0,3971068.0,5136827.0,fair
D. Malen,Attacker,Premier League,Aston Villa,Netherlands,26,79,4216835.0,5149500.0,4588576.0,5623067.0,underpaid
Álex Remiro,Goalkeeper,La Liga,Real Sociedad,Spain,30,83,4170000.0,4583130.0,4145856.0,5298224.0,fair
Carlos Soler,Midfielder,La Liga,Real Sociedad,Spain,28,77,4170000.0,3340118.0,3005232.0,3793570.0,overpaid
Marcos Alonso,Defender,La Liga,RC Celta,Spain,34,79,4170000.0,3110772.0,2752703.0,3562627.0,overpaid
André Silva,Attacker,La Liga,Elche CF,Portugal,29,76,4170000.0,2654427.0,2324077.0,3050090.0,overpaid
V. Muriqi,Attacker,La Liga,RCD Mallorca,Kosovo,31,79,4170000.0,3464661.0,3047327.0,3923342.0,overpaid
Hugo Duro,Attacker,La Liga,Valencia CF,Spain,25,78,4170000.0,2848449.0,2430259.0,3326703.0,overpaid
Jonny,Defender,La Liga,Deportivo Alavés,Spain,31,74,4170000.0,2045538.0,1727343.0,2472768.0,overpaid
Gonçalo Borges,Attacker,La Liga,Real Sociedad,Portugal,28,75,4170000.0,2946938.0,2550089.0,3475728.0,overpaid
T. Hernández,Defender,Saudi Pro League,Al Hilal,France,27,84,4170000.0,5909299.0,5208996.0,6655266.0,underpaid
A. Nübel,Goalkeeper,Bundesliga,VfB Stuttgart,Germany,28,81,4150000.0,4059047.0,3631309.0,4717492.0,fair
A. Theate,Defender,Bundesliga,Eintracht Frankfurt,Belgium,25,80,4150000.0,3487863.0,2955154.0,4253161.0,fair
M. Beier,Attacker,Bundesliga,Borussia Dortmund,Germany,22,79,4150000.0,3794811.0,3148157.0,4603277.0,fair
Fábio Silva,Attacker,Bundesliga,Borussia Dortmund,Portugal,22,79,4150000.0,3788578.0,3149060.0,4585323.0,fair
Carlos Júnior,Midfielder,Saudi Pro League,Al Shabab,Brazil,29,73,4100000.0,1392719.0,1185208.0,1652744.0,overpaid
Medrán,Midfielder,Saudi Pro League,Al Ettifaq,Spain,31,77,4080000.0,2042061.0,1703655.0,2526299.0,overpaid
O. Duda,Midfielder,Saudi Pro League,Al Ettifaq,Slovakia,30,75,4080000.0,1589757.0,1372745.0,1836555.0,overpaid
Pau Cubarsí,Defender,La Liga,FC Barcelona,Spain,18,82,4000000.0,5649885.0,4973818.0,6302683.0,underpaid
G. Suazo,Defender,La Liga,Sevilla FC,Chile,27,74,4000000.0,2116822.0,1847240.0,2504544.0,overpaid
V. Rongier,Midfielder,Ligue 1,Stade Rennais FC,France,30,79,4000000.0,2990263.0,2530997.0,3483081.0,overpaid
X. Schlager,Midfielder,Bundesliga,RB Leipzig,Austria,27,80,4000000.0,4862897.0,4286432.0,5436283.0,underpaid
N. Gudelj,Midfielder,La Liga,Sevilla FC,Serbia,33,77,3960000.0,2952849.0,2534250.0,3326662.0,overpaid
A. Kramarić,Midfielder,Bundesliga,TSG 1899 Hoffenheim,Croatia,34,81,3960000.0,5563146.0,4342081.0,7458924.0,underpaid
P. Hincapié,Defender,Premier League,Arsenal,Ecuador,23,83,3915633.0,5917486.0,4972678.0,6812251.0,underpaid
M. Tavernier,Midfielder,Premier League,AFC Bournemouth,England,26,76,3915633.0,3240338.0,2924872.0,3766853.0,overpaid
T. Castagne,Defender,Premier League,Fulham FC,Belgium,29,76,3915633.0,3074326.0,2558031.0,3793920.0,overpaid
D. Ouattara,Midfielder,Premier League,Brentford,Burkina Faso,23,77,3915633.0,2611722.0,1932948.0,3502345.0,overpaid
J. Tchatchoua,Defender,Premier League,Wolverhampton Wanderers,Cameroon,24,74,3915633.0,2147816.0,1905558.0,2615936.0,overpaid
K. Tete,Defender,Premier League,Fulham FC,Netherlands,29,77,3915633.0,3480967.0,3222196.0,3997688.0,fair
O. Alderete,Defender,Premier League,Sunderland,Paraguay,28,78,3915633.0,2726518.0,2326481.0,3366658.0,overpaid
N. Williams,Midfielder,Premier League,Nottingham Forest,Ghana,24,78,3915633.0,3685545.0,3428344.0,4076141.0,fair
Luis Henrique,Attacker,Serie A,Inter,Brazil,23,78,3910000.0,2371216.0,1928094.0,2919741.0,overpaid
A. Majrashi,Defender,Saudi Pro League,Al Ahli SFC,Saudi Arabia,25,70,3850000.0,1301551.0,1114186.0,1604713.0,overpaid
S. Lukić,Midfielder,Premier League,Fulham FC,Serbia,28,78,3795152.0,3685286.0,3426082.0,4169776.0,fair
R. Baku,Defender,Bundesliga,RB Leipzig,Germany,27,78,3770000.0,3481208.0,3055162.0,3955624.0,fair
R. Andrich,Midfielder,Bundesliga,Bayer 04 Leverkusen,Germany,30,81,3770000.0,4926154.0,4278800.0,5644641.0,underpaid
J. Quansah,Defender,Bundesliga,Bayer 04 Leverkusen,England,22,75,3770000.0,2065909.0,1736752.0,2492740.0,overpaid
V. Coufal,Defender,Bundesliga,TSG 1899 Hoffenheim,Czechia,32,73,3770000.0,2274984.0,2027653.0,2552643.0,overpaid
C. Puertas,Midfielder,Bundesliga,SV Werder Bremen,Spain,26,78,3770000.0,2403449.0,2014214.0,2832474.0,overpaid
N. Molina,Defender,La Liga,Atlético Madrid,Argentina,27,79,3750000.0,3982463.0,3533936.0,4524313.0,fair
Renato Veiga,Midfielder,La Liga,Villarreal CF,Portugal,21,76,3750000.0,2363603.0,1979884.0,2845128.0,overpaid
L. Beltrán,Midfielder,La Liga,Valencia CF,Argentina,24,76,3750000.0,2189568.0,1875179.0,2704689.0,overpaid
M. Arambarri,Midfielder,La Liga,Getafe CF,Uruguay,29,80,3750000.0,3376031.0,2938342.0,3915531.0,fair
M. Valjent,Defender,La Liga,RCD Mallorca,Slovakia,29,77,3750000.0,2518240.0,2119816.0,3000505.0,overpaid
D. Ćaleta-Car,Defender,La Liga,Real Sociedad,Croatia,28,74,3750000.0,2258486.0,2026984.0,2637367.0,overpaid
M. Di Gregorio,Goalkeeper,Serie A,Juventus,Italy,27,81,3700000.0,4627804.0,4240511.0,5054538.0,underpaid
M. Soulé,Attacker,Serie A,Roma,Argentina,22,78,3700000.0,2685416.0,2110859.0,3429901.0,overpaid
I. Provedel,Goalkeeper,Serie A,Lazio,Italy,31,82,3700000.0,3557558.0,2557239.0,4613269.0,fair
K. Thuram,Midfielder,Serie A,Juventus,France,24,81,3700000.0,6659045.0,5840660.0,7894730.0,underpaid
N. Matić,Midfielder,Serie A,Sassuolo,Serbia,36,77,3700000.0,2689628.0,2325385.0,3079418.0,overpaid
Diego Carlos,Defender,Serie A,Como,Brazil,32,78,3700000.0,3579111.0,3156234.0,4103898.0,fair
R. Orsolini,Midfielder,Serie A,Bologna,Italy,28,82,3700000.0,5315439.0,4461154.0,6289523.0,underpaid
T. Kehrer,Defender,Ligue 1,AS Monaco,Germany,28,79,3680000.0,3613173.0,3233153.0,4133090.0,fair
A. Maitland-Niles,Midfielder,Ligue 1,Olympique Lyonnais,England,27,77,3640000.0,2795717.0,2390802.0,3230495.0,overpaid
Emerson,Defender,Ligue 1,Olympique de Marseille,Italy,30,77,3640000.0,3431236.0,3063312.0,3878050.0,fair
A. Lopes,Goalkeeper,Ligue 1,FC Nantes,Portugal,34,76,3640000.0,2355512.0,2084713.0,2802720.0,overpaid
Robert Sánchez,Goalkeeper,Premier League,Chelsea,Spain,27,78,3614430.0,3641592.0,3208420.0,4282429.0,fair
S. Lammens,Goalkeeper,Premier League,Manchester United,Belgium,22,78,3614430.0,2361191.0,1839907.0,2954831.0,overpaid
B. Brobbey,Attacker,Premier League,Sunderland,Netherlands,23,77,3614430.0,2930539.0,2644482.0,3430238.0,overpaid
Estêvão,Attacker,Premier League,Chelsea,Brazil,18,78,3614430.0,3936187.0,3549993.0,4555028.0,fair
J. Mateta,Attacker,Premier League,Crystal Palace,France,28,82,3614430.0,5991162.0,4974033.0,7271864.0,underpaid
D. Muñoz,Midfielder,Premier League,Crystal Palace,Colombia,29,81,3614430.0,5710630.0,4659579.0,6729852.0,underpaid
Đ. Petrović,Goalkeeper,Premier League,AFC Bournemouth,Serbia,25,80,3614430.0,3570000.0,3027133.0,4338884.0,fair
W. Hughes,Midfielder,Premier League,Crystal Palace,England,30,77,3614430.0,3540288.0,3261749.0,4064767.0,fair
André,Midfielder,Premier League,Wolverhampton Wanderers,Brazil,23,78,3614430.0,2807181.0,2324617.0,3483571.0,overpaid
Mateus Fernandes,Midfielder,Premier League,West Ham United,Portugal,20,76,3614430.0,1949350.0,1543733.0,2453787.0,overpaid
N. Pope,Goalkeeper,Premier League,Newcastle United,England,33,81,3614430.0,4390751.0,4099351.0,4809375.0,underpaid
D. Welbeck,Attacker,Premier League,Brighton & Hove Albion,England,34,78,3614430.0,4302616.0,3688039.0,4933306.0,underpaid
M. Wieffer,Defender,Premier League,Brighton & Hove Albion,Netherlands,25,78,3614430.0,3864536.0,3567131.0,4253787.0,fair
Beto,Attacker,Premier League,Everton,Portugal,27,76,3614430.0,2676948.0,2404317.0,3057919.0,overpaid
A. Adli,Attacker,Premier League,AFC Bournemouth,Morocco,25,78,3614430.0,3915134.0,3599208.0,4318164.0,fair
Yeremy Pino,Midfielder,Premier League,Crystal Palace,Spain,22,80,3614430.0,4884202.0,4165324.0,5547251.0,underpaid
S. Lobotka,Midfielder,Serie A,Napoli,Slovakia,30,83,3590000.0,5970018.0,4844285.0,6945941.0,underpaid
N. Elvedi,Defender,Bundesliga,Borussia Mönchengladbach,Switzerland,28,77,3580000.0,2639056.0,2247695.0,3094325.0,overpaid
O. Baumann,Goalkeeper,Bundesliga,TSG 1899 Hoffenheim,Germany,35,83,3580000.0,3742034.0,2694674.0,4827259.0,fair
Tiago Gabriel,Defender,Serie A,Lecce,Portugal,20,68,3570000.0,618088.0,487132.0,776069.0,overpaid
M. Rodák,Goalkeeper,Saudi Pro League,Al Ettifaq,Slovakia,28,74,3570000.0,1348662.0,1194835.0,1589228.0,overpaid
F. Calvo,Defender,Saudi Pro League,Al Ettifaq,Costa Rica,32,68,3570000.0,792806.0,535033.0,1101723.0,overpaid
A. Hamdallah,Attacker,Saudi Pro League,Al Shabab,Morocco,34,79,3570000.0,3520893.0,3084107.0,4028817.0,fair
S. Bouabré,Midfielder,Saudi Pro League,NEOM SC,France,19,64,3570000.0,653436.0,531629.0,770276.0,overpaid
N. Pépé,Midfielder,La Liga,Villarreal CF,Côte d'Ivoire,30,80,3540000.0,3774925.0,3247153.0,4263274.0,fair
M. Dembélé,Attacker,Saudi Pro League,Al Ettifaq,France,28,70,3500000.0,1272334.0,1005856.0,1635694.0,overpaid
V. Mykolenko,Defender,Premier League,Everton,Ukraine,26,78,3493949.0,2615059.0,2289406.0,3063507.0,overpaid
C. Eriksen,Midfielder,Bundesliga,VfL Wolfsburg,Denmark,33,76,3490000.0,3409364.0,2987171.0,3932594.0,fair
J. Beste,Midfielder,Bundesliga,SC Freiburg,Germany,26,76,3400000.0,2114585.0,1842297.0,2480338.0,overpaid
C. Führich,Midfielder,Bundesliga,VfB Stuttgart,Germany,27,77,3400000.0,3076862.0,2712363.0,3668138.0,fair
N. Seiwald,Midfielder,Bundesliga,RB Leipzig,Austria,24,77,3400000.0,2541562.0,2175531.0,3020088.0,overpaid
L. Spinazzola,Defender,Serie A,Napoli,Italy,32,78,3330000.0,3991538.0,3552856.0,4604377.0,underpaid
N. Fagioli,Midfielder,Serie A,Fiorentina,Italy,24,77,3330000.0,2141791.0,1776699.0,2563494.0,overpaid
N. Zaniolo,Midfielder,Serie A,Udinese,Italy,25,76,3330000.0,3307187.0,2925600.0,3771411.0,fair
M. Gabbia,Defender,Serie A,AC Milan,Italy,25,78,3330000.0,2591025.0,2203892.0,3090306.0,overpaid
C. Adams,Attacker,Serie A,Torino,Scotland,28,77,3330000.0,2420396.0,2090008.0,2898077.0,overpaid
D. Blind,Defender,La Liga,Girona FC,Netherlands,35,77,3330000.0,2705801.0,2336196.0,3074353.0,overpaid
Pedraza,Defender,La Liga,Villarreal CF,Spain,29,75,3330000.0,1673316.0,1437600.0,2007165.0,overpaid
F. Bernardeschi,Attacker,Serie A,Bologna,Italy,31,77,3330000.0,3335629.0,2897463.0,3888346.0,fair
C. Richards,Defender,Premier League,Crystal Palace,USA,25,77,3313228.0,3321535.0,3023107.0,3890010.0,fair
C. Kelleher,Goalkeeper,Premier League,Brentford,Republic of Ireland,26,79,3313228.0,2916526.0,2490147.0,3514089.0,fair
L. Ugochukwu,Midfielder,Premier League,Burnley,France,21,73,3313228.0,1614156.0,1295305.0,2026141.0,overpaid
M. De Cuyper,Defender,Premier League,Brighton & Hove Albion,Belgium,24,80,3313228.0,4457734.0,3942790.0,5025456.0,underpaid
M. Tel,Attacker,Premier League,Tottenham Hotspur,France,20,77,3313228.0,3677930.0,3413036.0,4118869.0,underpaid
O. Hutchinson,Attacker,Premier League,Nottingham Forest,Jamaica,21,75,3313228.0,2117295.0,1715821.0,2777076.0,overpaid
H. Wilson,Midfielder,Premier League,Fulham FC,Wales,28,76,3313228.0,3335060.0,3010171.0,3887109.0,fair
S. Berge,Midfielder,Premier League,Fulham FC,Norway,27,79,3313228.0,3845486.0,3411493.0,4453667.0,underpaid
F. Thauvin,Attacker,Ligue 1,RC Lens,France,32,76,3270000.0,2102839.0,1786262.0,2498181.0,overpaid
M. Bard,Midfielder,Ligue 1,OGC Nice,France,24,78,3270000.0,2170988.0,1832180.0,2613393.0,overpaid
M. Akliouche,Midfielder,Ligue 1,AS Monaco,France,23,80,3220000.0,3410029.0,2845926.0,4185134.0,fair
F. Balogun,Attacker,Ligue 1,AS Monaco,USA,23,77,3220000.0,2493601.0,2147444.0,3010943.0,overpaid
C. De Ketelaere,Attacker,Serie A,Atalanta,Belgium,24,82,3210000.0,5882883.0,4906665.0,6893566.0,underpaid
Y. Suzuki,Midfielder,Bundesliga,SC Freiburg,Japan,23,71,3210000.0,1333957.0,1073134.0,1661754.0,overpaid
A. Madu,Defender,Saudi Pro League,Al Ettifaq,Saudi Arabia,31,65,3210000.0,594993.0,477969.0,715584.0,overpaid
M. Ali,Midfielder,Saudi Pro League,Al Ettifaq,Saudi Arabia,27,67,3210000.0,722208.0,534580.0,940157.0,overpaid
J. Leweling,Midfielder,Bundesliga,VfB Stuttgart,Germany,24,75,3210000.0,2148027.0,1801004.0,2613310.0,overpaid
J. Stage,Midfielder,Bundesliga,SV Werder Bremen,Denmark,28,78,3210000.0,2497989.0,2158487.0,2986581.0,overpaid
Z. Al Johani,Midfielder,Saudi Pro League,Al Ahli SFC,Saudi Arabia,23,67,3210000.0,684578.0,554992.0,815271.0,overpaid
W. McKennie,Midfielder,Serie A,Juventus,USA,26,78,3210000.0,4334654.0,3772200.0,5001670.0,underpaid
Y. Sommer,Goalkeeper,Serie A,Inter,Switzerland,36,87,3210000.0,4653314.0,2803733.0,6119871.0,fair
M. Al Harbi,Defender,Saudi Pro League,Al Hilal,Saudi Arabia,25,67,3210000.0,769679.0,626584.0,941662.0,overpaid
K. Grabara,Goalkeeper,Bundesliga,VfL Wolfsburg,Poland,26,79,3210000.0,2169272.0,1822617.0,2504616.0,overpaid
G. Simeone,Attacker,Serie A,Torino,Argentina,29,75,3150000.0,3850473.0,3358593.0,4598997.0,underpaid
S. Pavlović,Defender,Serie A,AC Milan,Serbia,24,76,3150000.0,2348886.0,1995558.0,2847657.0,overpaid
K. De Winter,Defender,Serie A,AC Milan,Belgium,23,74,3150000.0,2143879.0,1856265.0,2530063.0,overpaid
F. Parisi,Defender,Serie A,Fiorentina,Italy,24,75,3150000.0,2027931.0,1779799.0,2398769.0,overpaid
G. Maripán,Defender,Serie A,Torino,Chile,31,76,3150000.0,2865034.0,2505238.0,3260063.0,fair
V. Milinković-Savić,Goalkeeper,Serie A,Napoli,Serbia,28,79,3150000.0,2344381.0,2061735.0,2694250.0,overpaid
T. Buchanan,Attacker,La Liga,Villarreal CF,Canada,26,74,3130000.0,2079971.0,1793407.0,2497487.0,overpaid
D. Sow,Midfielder,La Liga,Sevilla FC,Switzerland,28,76,3130000.0,2756909.0,2413767.0,3110628.0,overpaid
A. Budimir,Attacker,La Liga,CA Osasuna,Croatia,33,82,3130000.0,4858344.0,4159819.0,5575716.0,underpaid
Natan,Defender,La Liga,Real Betis Balompié,Brazil,24,78,3130000.0,2298952.0,1846531.0,2846848.0,overpaid
Zubeldia,Defender,La Liga,Real Sociedad,Spain,28,78,3130000.0,2588869.0,2234394.0,2944194.0,overpaid
Barrenetxea,Midfielder,La Liga,Real Sociedad,Spain,23,77,3130000.0,2287898.0,1888130.0,2808509.0,overpaid
C. Vanhoutte,Midfielder,Ligue 1,OGC Nice,Belgium,26,77,3090000.0,2194070.0,1897073.0,2557740.0,overpaid
O. Edouard,Attacker,Ligue 1,RC Lens,France,27,72,3090000.0,1482851.0,1236096.0,1783197.0,overpaid
M. Doumbia,Midfielder,Saudi Pro League,Al Ittihad,Mali,21,68,3060000.0,651616.0,513894.0,793837.0,overpaid
J. Makengo,Midfielder,Bundesliga,SC Freiburg,France,23,72,3020000.0,1343317.0,1139811.0,1647734.0,overpaid
O. Vlachodimos,Goalkeeper,La Liga,Sevilla FC,Greece,31,72,3020000.0,1417073.0,1203017.0,1686483.0,overpaid
B. Mendy,Midfielder,La Liga,Sevilla FC,France,25,76,3020000.0,2263930.0,1999751.0,2636753.0,overpaid
M. Friedl,Defender,Bundesliga,SV Werder Bremen,Austria,27,77,3020000.0,2183362.0,1882660.0,2567874.0,overpaid
M. Lacroix,Defender,Premier League,Crystal Palace,France,25,79,3012025.0,4116969.0,3641354.0,4718818.0,underpaid
K. Lewis-Potter,Midfielder,Premier League,Brentford,England,24,76,3012025.0,2468010.0,2068090.0,3019274.0,fair
M. Estève,Defender,Premier League,Burnley,France,23,76,3012025.0,2314164.0,1933366.0,2795949.0,overpaid
V. Janelt,Midfielder,Premier League,Brentford,Germany,27,76,3012025.0,3196189.0,2853782.0,3757076.0,fair
P. Struijk,Defender,Premier League,Leeds United,Netherlands,25,76,3012025.0,2455707.0,2167090.0,2881156.0,overpaid
C. Wilson,Attacker,Premier League,West Ham United,England,33,78,3012025.0,4273738.0,3734497.0,4922375.0,underpaid
K. Mavropanos,Defender,Premier League,West Ham United,Greece,27,76,3012025.0,3198087.0,2812763.0,3754191.0,fair
K. Ajer,Defender,Premier League,Brentford,Norway,27,75,3012025.0,2666484.0,2331783.0,3125027.0,fair
M. Senesi,Defender,Premier League,AFC Bournemouth,Argentina,28,78,3012025.0,3756184.0,3287261.0,4288315.0,underpaid
J. van Hecke,Defender,Premier League,Brighton & Hove Albion,Netherlands,25,80,3012025.0,4326040.0,3696820.0,5127277.0,underpaid
