Short Name,Position,League Name,Club Name,Nationality,Age,Overall,Gross Annual Eur,Predicted Center Eur,Predicted Low Eur,Predicted High Eur,Status
Z. Athekame,Defender,Serie A,AC Milan,Switzerland,20,65,1850000.0,698599.0,575579.0,842698.0,overpaid
Y. Mvogo,Goalkeeper,Ligue 1,FC Lorient,Switzerland,31,76,1820000.0,1343059.0,1195408.0,1544536.0,overpaid
R. Faivre,Midfielder,Saudi Pro League,Al Taawoun FC,France,26,76,1820000.0,3482402.0,2967693.0,4157211.0,underpaid
I. Kebbal,Midfielder,Ligue 1,Paris FC,Algeria,26,76,1820000.0,2062714.0,1717637.0,2457780.0,fair
M. McKenzie,Defender,Ligue 1,Toulouse FC,USA,26,74,1820000.0,1549908.0,1378797.0,1737405.0,overpaid
D. Greif,Goalkeeper,Ligue 1,Olympique Lyonnais,Slovakia,28,78,1820000.0,1509086.0,1239380.0,1771429.0,overpaid
J. Deminguet,Midfielder,Ligue 1,FC Metz,France,27,72,1820000.0,1004938.0,877299.0,1197394.0,overpaid
H. Magnetti,Midfielder,Ligue 1,Stade Brestois 29,France,27,76,1820000.0,1675875.0,1451422.0,1997061.0,fair
K. Lala,Defender,Ligue 1,Stade Brestois 29,France,33,76,1820000.0,1738880.0,1523844.0,1996291.0,fair
S. Abdulhamid,Defender,Ligue 1,RC Lens,Saudi Arabia,25,75,1820000.0,1676312.0,1406881.0,2058865.0,fair
N. Bentaleb,Midfielder,Ligue 1,Lille OSC,Algeria,30,77,1820000.0,2735356.0,2390054.0,3083713.0,underpaid
C. Arcus,Defender,Ligue 1,Angers SCO,Haiti,29,71,1820000.0,950032.0,812562.0,1155042.0,overpaid
I. Doukouré,Defender,Ligue 1,RC Strasbourg Alsace,France,21,76,1820000.0,2272883.0,1957058.0,2681759.0,underpaid
R. Roefs,Goalkeeper,Premier League,Sunderland,Netherlands,22,74,1807215.0,1746667.0,1392038.0,2221593.0,fair
J. Hinshelwood,Midfielder,Premier League,Brighton & Hove Albion,England,20,75,1807215.0,2103278.0,1733286.0,2561367.0,fair
N. Collins,Defender,Premier League,Brentford,Germany,24,79,1807215.0,3546246.0,2925785.0,4361126.0,underpaid
L. Bogarde,Defender,Premier League,Aston Villa,Netherlands,21,71,1807215.0,1238067.0,994468.0,1509997.0,overpaid
Y. Mosquera,Defender,Premier League,Wolverhampton Wanderers,Colombia,24,72,1807215.0,1239886.0,980935.0,1590051.0,overpaid
N. O'Reilly,Midfielder,Premier League,Manchester City,England,20,73,1807215.0,1611411.0,1341572.0,1924971.0,fair
J. Bogle,Defender,Premier League,Leeds United,England,24,75,1807215.0,2113631.0,1856993.0,2511671.0,underpaid
J. Hendry,Defender,Saudi Pro League,Al Ettifaq,Scotland,30,74,1740000.0,1575701.0,1395163.0,1813928.0,fair
H. Wahl,Defender,Bundesliga,FC St. Pauli,Germany,31,74,1700000.0,1557198.0,1386613.0,1769995.0,fair
B. Gimber,Defender,Bundesliga,1. FC Heidenheim 1846,Germany,28,71,1700000.0,1225416.0,1051843.0,1566304.0,overpaid
N. Vasilj,Goalkeeper,Bundesliga,FC St. Pauli,Bosnia and Herzegovina,29,77,1700000.0,1573961.0,1376214.0,1756594.0,fair
R. Reitz,Midfielder,Bundesliga,Borussia Mönchengladbach,Germany,23,77,1700000.0,2038560.0,1694027.0,2376571.0,fair
P. Osterhage,Midfielder,Bundesliga,SC Freiburg,Germany,25,75,1700000.0,1866980.0,1545982.0,2279923.0,fair
N. Dorsch,Midfielder,Bundesliga,1. FC Heidenheim 1846,Germany,27,74,1700000.0,2264401.0,2024809.0,2556218.0,underpaid
A. Claude-Maurice,Midfielder,Bundesliga,FC Augsburg,France,27,77,1700000.0,2066396.0,1761731.0,2358281.0,underpaid
J. Haberer,Midfielder,Bundesliga,1. FC Union Berlin,Germany,31,74,1700000.0,1485511.0,1300854.0,1702972.0,fair
A. Schäfer,Midfielder,Bundesliga,1. FC Union Berlin,Hungary,26,74,1700000.0,1527175.0,1326526.0,1743485.0,fair
Jeong Woo Yeong,Midfielder,Bundesliga,1. FC Union Berlin,Korea Republic,25,73,1700000.0,1289355.0,1096904.0,1527304.0,overpaid
D. Köhn,Defender,Bundesliga,1. FC Union Berlin,Germany,26,75,1700000.0,1656548.0,1433940.0,1924561.0,fair
César Tárrega,Defender,La Liga,Valencia CF,Spain,23,75,1670000.0,1993139.0,1713956.0,2363381.0,underpaid
Diego López,Midfielder,La Liga,Valencia CF,Spain,23,78,1670000.0,2146659.0,1744399.0,2677827.0,underpaid
Aitor Ruibal,Midfielder,La Liga,Real Betis Balompié,Spain,29,77,1670000.0,1819269.0,1563160.0,2154325.0,fair
Pepelu,Midfielder,La Liga,Valencia CF,Spain,26,77,1670000.0,1957018.0,1728234.0,2254833.0,underpaid
E. Audero,Goalkeeper,Serie A,Cremonese,Italy,28,78,1670000.0,1748313.0,1339963.0,2368034.0,fair
Unai López,Midfielder,La Liga,Rayo Vallecano,Spain,29,76,1670000.0,1795449.0,1538510.0,2146183.0,fair
A. Sarr,Attacker,Serie A,Hellas Verona FC,Sweden,24,71,1670000.0,755329.0,674469.0,881454.0,overpaid
J. Toljan,Defender,La Liga,Levante UD,Germany,30,73,1670000.0,1307042.0,1080651.0,1631107.0,overpaid
S. Moreo,Attacker,Serie A,Pisa,Italy,32,71,1670000.0,1032621.0,907429.0,1199841.0,overpaid
M. Ryan,Goalkeeper,La Liga,Levante UD,Australia,33,78,1670000.0,2263273.0,2001523.0,2568313.0,underpaid
E. Delprato,Defender,Serie A,Parma,Italy,25,75,1670000.0,1440966.0,1241904.0,1670032.0,fair
Aimar Oroz,Attacker,La Liga,CA Osasuna,Spain,23,77,1670000.0,2046370.0,1741642.0,2384398.0,underpaid
C. Kabasele,Defender,Serie A,Udinese,Belgium,34,72,1670000.0,1176844.0,1037507.0,1359395.0,overpaid
I. Hien,Defender,Serie A,Atalanta,Sweden,26,78,1670000.0,2887410.0,2465314.0,3573338.0,underpaid
D. Zappacosta,Midfielder,Serie A,Atalanta,Italy,33,79,1670000.0,3482492.0,3008326.0,3998022.0,underpaid
Pep Chavarría,Defender,La Liga,Rayo Vallecano,Spain,27,77,1670000.0,1980461.0,1663523.0,2336069.0,fair
Pepelu,Midfielder,La Liga,Valencia CF,Spain,26,77,1670000.0,2033249.0,1770654.0,2317830.0,underpaid
Gorrotxa,Midfielder,La Liga,Real Sociedad,Spain,23,73,1670000.0,1585595.0,1300661.0,1877465.0,fair
J. Gbamin,Defender,Ligue 1,FC Metz,Côte d'Ivoire,29,68,1640000.0,648985.0,500737.0,803524.0,overpaid
A. Dønnum,Midfielder,Ligue 1,Toulouse FC,Norway,27,75,1640000.0,1557174.0,1337305.0,1818088.0,fair
J. Panichelli,Attacker,Ligue 1,RC Strasbourg Alsace,Argentina,22,74,1640000.0,2085837.0,1721952.0,2564739.0,underpaid
B. Özer,Goalkeeper,Ligue 1,Lille OSC,Türkiye,25,77,1640000.0,1531108.0,1327467.0,1736163.0,fair
G. Mensah,Defender,Ligue 1,AJ Auxerre,Ghana,26,74,1640000.0,1488259.0,1300154.0,1690562.0,fair
M. Pereira Lage,Attacker,Bundesliga,FC St. Pauli,Portugal,28,75,1600000.0,1526721.0,1329648.0,1776096.0,fair
M. Kaars,Attacker,Bundesliga,FC St. Pauli,Netherlands,26,71,1600000.0,1250951.0,1057158.0,1514324.0,overpaid
Gerard Martín,Defender,La Liga,FC Barcelona,Spain,23,74,1560000.0,2109434.0,1790700.0,2494345.0,underpaid
Pedro Díaz,Midfielder,La Liga,Rayo Vallecano,Spain,27,75,1560000.0,1378581.0,1171530.0,1596635.0,fair
P. Gazzaniga,Goalkeeper,La Liga,Girona FC,Argentina,33,79,1560000.0,2399243.0,2060069.0,2724549.0,underpaid
S. Mara,Attacker,Ligue 1,AJ Auxerre,France,22,70,1550000.0,1018512.0,868100.0,1259989.0,overpaid
J. Doig,Defender,Serie A,Sassuolo,Scotland,23,73,1540000.0,1097097.0,939003.0,1358718.0,overpaid
A. Al Hamdan,Attacker,Saudi Pro League,Al Hilal,Saudi Arabia,25,64,1540000.0,625557.0,494114.0,770958.0,overpaid
M. Payero,Midfielder,Serie A,Cremonese,Argentina,26,73,1540000.0,1154254.0,977713.0,1333775.0,overpaid
H. Kadish,Defender,Saudi Pro League,Al Ittihad,Saudi Arabia,32,71,1540000.0,1297743.0,1099656.0,1580548.0,fair
S. Al Shehri,Attacker,Saudi Pro League,Al Ittihad,Saudi Arabia,31,69,1540000.0,1120883.0,875469.0,1508395.0,overpaid
M. Mitaj,Defender,Saudi Pro League,Al Ittihad,Albania,21,68,1530000.0,659807.0,526074.0,797629.0,overpaid
E. Banzuzi,Midfielder,Bundesliga,RB Leipzig,Netherlands,20,70,1510000.0,1219082.0,1005346.0,1467111.0,overpaid
A. Ilić,Attacker,Bundesliga,1. FC Union Berlin,Serbia,25,72,1510000.0,1304996.0,1097593.0,1613710.0,fair
A. Sambi Lokonga,Midfielder,Bundesliga,Hamburger SV,Belgium,25,75,1510000.0,1625178.0,1265625.0,2073486.0,fair
R. Philippe,Attacker,Bundesliga,Hamburger SV,France,24,72,1510000.0,1209758.0,994227.0,1480358.0,overpaid
Rômulo,Attacker,Bundesliga,RB Leipzig,Brazil,23,76,1510000.0,2172578.0,1728336.0,2789042.0,underpaid
A. Hajdari,Defender,Bundesliga,TSG 1899 Hoffenheim,Switzerland,22,70,1510000.0,1186170.0,977735.0,1514386.0,fair
E. Rexhbeçaj,Midfielder,Bundesliga,FC Augsburg,Kosovo,27,74,1510000.0,1487758.0,1293311.0,1679413.0,fair
H. Massengo,Midfielder,Bundesliga,FC Augsburg,France,23,72,1510000.0,1321096.0,1162197.0,1534644.0,fair
J. Schöppner,Midfielder,Bundesliga,1. FC Heidenheim 1846,Germany,26,74,1510000.0,1482825.0,1302735.0,1675777.0,fair
D. Ramaj,Goalkeeper,Bundesliga,1. FC Heidenheim 1846,Germany,23,73,1510000.0,1106707.0,963891.0,1327824.0,overpaid
O. Burke,Attacker,Bundesliga,1. FC Union Berlin,Scotland,28,73,1510000.0,1376826.0,1136477.0,1667778.0,fair
P. Sander,Midfielder,Bundesliga,Borussia Mönchengladbach,Germany,27,75,1510000.0,1640315.0,1433894.0,1891916.0,fair
J. Njinmah,Midfielder,Bundesliga,SV Werder Bremen,Germany,24,73,1510000.0,1331171.0,1099740.0,1622568.0,fair
M. Grüll,Attacker,Bundesliga,SV Werder Bremen,Austria,26,75,1510000.0,1807091.0,1537557.0,2122734.0,underpaid
J. Scally,Defender,Bundesliga,Borussia Mönchengladbach,USA,22,74,1510000.0,1446322.0,1246173.0,1678395.0,fair
D. da Costa,Defender,Bundesliga,1. FSV Mainz 05,Germany,31,75,1510000.0,1610508.0,1414105.0,1875156.0,fair
J. Hill,Defender,Premier League,AFC Bournemouth,England,23,71,1506012.0,1319853.0,1112677.0,1590892.0,fair
D. Gómez,Midfielder,Premier League,Brighton & Hove Albion,Paraguay,22,73,1506012.0,1745933.0,1412892.0,2259170.0,fair
Y. Yarmoliuk,Midfielder,Premier League,Brentford,Ukraine,21,71,1506012.0,1323205.0,1129520.0,1556303.0,fair
K. Mainoo,Midfielder,Premier League,Manchester United,England,20,77,1506012.0,2800133.0,2257323.0,3372809.0,underpaid
W. Isidor,Attacker,Premier League,Sunderland,France,24,72,1506012.0,1246020.0,957868.0,1539359.0,fair
A. Tanaka,Midfielder,Premier League,Leeds United,Japan,26,76,1506012.0,2223665.0,1879678.0,2698765.0,underpaid
T. Douvikas,Attacker,Serie A,Como,Greece,25,73,1480000.0,1805997.0,1419013.0,2296539.0,fair
M. Carnesecchi,Goalkeeper,Serie A,Atalanta,Italy,25,84,1480000.0,5449086.0,4758288.0,6235265.0,underpaid
B. Djimsiti,Defender,Serie A,Atalanta,Albania,32,79,1480000.0,3244502.0,2805872.0,3812217.0,underpaid
N. Zortea,Defender,Serie A,Bologna,Italy,26,74,1480000.0,1951211.0,1681449.0,2300193.0,underpaid
J. Odgaard,Midfielder,Serie A,Bologna,Denmark,26,76,1480000.0,2360363.0,2019059.0,2810369.0,underpaid
F. Terracciano,Defender,Serie A,Cremonese,Italy,22,71,1480000.0,1169232.0,982050.0,1433147.0,overpaid
M. Cancellieri,Attacker,Serie A,Lazio,Italy,22,72,1480000.0,1218322.0,994107.0,1506779.0,fair
G. Gineitis,Midfielder,Serie A,Torino,Lithuania,21,68,1480000.0,739022.0,642096.0,883191.0,overpaid
Moi Gómez,Midfielder,La Liga,CA Osasuna,Spain,31,77,1460000.0,2020590.0,1721946.0,2447816.0,underpaid
T. Dolan,Attacker,La Liga,RCD Espanyol,England,23,69,1460000.0,757328.0,686721.0,842698.0,overpaid
Antonio Sánchez,Midfielder,La Liga,RCD Mallorca,Spain,28,73,1460000.0,1259834.0,1079267.0,1488612.0,fair
Moncayola,Midfielder,La Liga,CA Osasuna,Spain,27,78,1460000.0,2044457.0,1749701.0,2357910.0,underpaid
Urko González,Midfielder,La Liga,RCD Espanyol,Spain,24,72,1460000.0,1034156.0,925520.0,1181305.0,overpaid
N. Tenaglia,Defender,La Liga,Deportivo Alavés,Argentina,29,76,1460000.0,1765460.0,1544219.0,2068640.0,underpaid
Ruiz de Galarreta,Midfielder,La Liga,Athletic Club,Spain,31,80,1460000.0,4593363.0,4134021.0,5132082.0,underpaid
C. Awaziem,Defender,Ligue 1,FC Nantes,Nigeria,28,70,1450000.0,1019921.0,894621.0,1212225.0,overpaid
G. Lloris,Defender,Ligue 1,Le Havre AC,France,29,74,1450000.0,1288002.0,1154484.0,1495570.0,fair
J. Krasso,Attacker,Ligue 1,Paris FC,Côte d'Ivoire,27,74,1450000.0,1572324.0,1366039.0,1858597.0,fair
H. Tombakti,Defender,Saudi Pro League,Al Hilal,Saudi Arabia,26,72,1450000.0,1368553.0,1190641.0,1604973.0,fair
P. Nebel,Attacker,Bundesliga,1. FSV Mainz 05,Germany,22,78,1420000.0,2159997.0,1759490.0,2687154.0,underpaid
L. Avdullahu,Midfielder,Bundesliga,TSG 1899 Hoffenheim,Switzerland,21,70,1420000.0,885127.0,729234.0,1091735.0,overpaid
K. Koulierakis,Defender,Bundesliga,VfL Wolfsburg,Greece,21,77,1420000.0,2221971.0,1812163.0,2725117.0,underpaid
T. Krauß,Defender,Bundesliga,1. FC Köln,Germany,24,75,1420000.0,1407290.0,1180374.0,1647857.0,fair
E. Caprile,Goalkeeper,Serie A,Cagliari,Italy,23,76,1410000.0,1085056.0,909595.0,1373197.0,overpaid
E. Valeri,Midfielder,Serie A,Parma,Italy,26,75,1390000.0,1409768.0,1248298.0,1618968.0,fair
M. Keita,Midfielder,Serie A,Parma,Belgium,23,73,1390000.0,1163830.0,1036376.0,1323241.0,overpaid
A. Bernede,Midfielder,Serie A,Hellas Verona FC,France,26,72,1390000.0,982726.0,844384.0,1139843.0,overpaid
M. Vojvoda,Midfielder,Serie A,Como,Kosovo,30,75,1390000.0,2157348.0,1474815.0,3429068.0,underpaid
J. Chotard,Midfielder,Ligue 1,Stade Brestois 29,France,23,74,1360000.0,2248800.0,1975444.0,2651314.0,underpaid
H. Haraldsson,Midfielder,Ligue 1,Lille OSC,Iceland,22,78,1360000.0,2382324.0,1873452.0,2984060.0,underpaid
I. Moriba,Midfielder,La Liga,RC Celta,Guinea,22,78,1350000.0,2139920.0,1769492.0,2636384.0,underpaid
G. Prömel,Midfielder,Bundesliga,TSG 1899 Hoffenheim,Germany,30,75,1320000.0,2442872.0,2110577.0,2885997.0,underpaid
R. Fellhauer,Midfielder,Bundesliga,FC Augsburg,Germany,27,73,1320000.0,1439330.0,1264227.0,1640699.0,fair
D. Giannoulis,Midfielder,Bundesliga,FC Augsburg,Greece,29,76,1320000.0,1648890.0,1381714.0,1977690.0,underpaid
R. Hranáč,Defender,Bundesliga,TSG 1899 Hoffenheim,Czechia,25,71,1320000.0,1370509.0,1207995.0,1603563.0,fair
M. Honsak,Attacker,Bundesliga,1. FC Heidenheim 1846,Austria,28,74,1320000.0,1448077.0,1245768.0,1671971.0,fair
M. Bülter,Attacker,Bundesliga,1. FC Köln,Germany,32,76,1320000.0,1742462.0,1442887.0,2130400.0,underpaid
I. Maza,Attacker,Bundesliga,Bayer 04 Leverkusen,Germany,19,71,1320000.0,1228238.0,990985.0,1501065.0,fair
I. Matanović,Attacker,Bundesliga,SC Freiburg,Croatia,22,71,1320000.0,1250610.0,1037770.0,1540696.0,fair
R. Schmid,Midfielder,Bundesliga,SV Werder Bremen,Austria,25,78,1320000.0,1978119.0,1651833.0,2303662.0,underpaid
N. Remberg,Midfielder,Bundesliga,Hamburger SV,Germany,25,72,1320000.0,1361022.0,1222808.0,1538949.0,fair
J. Ekkelenkamp,Midfielder,Serie A,Udinese,Netherlands,25,74,1300000.0,1346636.0,1138531.0,1576881.0,fair
A. Grassi,Midfielder,Serie A,Cremonese,Italy,30,70,1300000.0,877630.0,772496.0,1045704.0,overpaid
O. Solet,Defender,Serie A,Udinese,France,25,78,1300000.0,1703362.0,1368291.0,2108339.0,underpaid
H. Camara,Attacker,Saudi Pro League,Al Nassr,Saudi Arabia,27,61,1280000.0,640477.0,495667.0,791516.0,overpaid
A. Al Bishi,Attacker,Saudi Pro League,Al Ittihad,Saudi Arabia,31,63,1280000.0,625498.0,490829.0,762003.0,overpaid
A. Lajami,Defender,Saudi Pro League,Al Hilal,Saudi Arabia,29,70,1280000.0,1186857.0,974510.0,1533271.0,fair
A. Tameze,Midfielder,Serie A,Torino,France,31,74,1280000.0,1495117.0,1306076.0,1704569.0,underpaid
A. Yahya,Defender,Saudi Pro League,Al Nassr,Saudi Arabia,24,68,1280000.0,796682.0,671770.0,942708.0,overpaid
Mario Gila,Defender,Serie A,Lazio,Spain,24,79,1280000.0,2382971.0,1997177.0,2855502.0,underpaid
H. Camara,Attacker,Saudi Pro League,Al Nassr,Saudi Arabia,27,61,1280000.0,640477.0,495667.0,791516.0,overpaid
L. Ferguson,Midfielder,Serie A,Bologna,Scotland,25,78,1280000.0,2530548.0,2056817.0,3049091.0,underpaid
R. Malinovskyi,Midfielder,Serie A,Genoa,Ukraine,32,76,1280000.0,2400548.0,2104073.0,2740910.0,underpaid
J. Vásquez,Defender,Serie A,Genoa,Mexico,26,75,1280000.0,1573380.0,1320418.0,1809526.0,underpaid
A. Saelemaekers,Midfielder,Serie A,AC Milan,Belgium,26,79,1280000.0,2908296.0,2466121.0,3512828.0,underpaid
T. Morton,Midfielder,Ligue 1,Olympique Lyonnais,England,22,74,1270000.0,1124056.0,985529.0,1261844.0,overpaid
D. Léon,Goalkeeper,Ligue 1,AJ Auxerre,French Guiana,32,76,1270000.0,1366942.0,1216669.0,1563985.0,fair
B. Meïté,Defender,Ligue 1,FC Lorient,Côte d'Ivoire,23,73,1270000.0,1477760.0,1204972.0,1814141.0,fair
Félix Correia,Midfielder,Ligue 1,Lille OSC,Portugal,24,75,1270000.0,1627767.0,1312885.0,2058577.0,underpaid
H. Koffi,Goalkeeper,Ligue 1,Angers SCO,Burkina Faso,28,73,1270000.0,1234336.0,1087801.0,1388669.0,fair
G. Doué,Defender,Ligue 1,RC Strasbourg Alsace,Côte d'Ivoire,22,77,1270000.0,2167518.0,1745221.0,2682287.0,underpaid
K. Amian,Defender,Ligue 1,FC Nantes,France,27,73,1270000.0,1125902.0,952175.0,1370445.0,fair
Diego Moreira,Attacker,Ligue 1,RC Strasbourg Alsace,Portugal,20,77,1270000.0,2044974.0,1657157.0,2498502.0,underpaid
Kiko Femenía,Defender,La Liga,Getafe CF,Spain,34,75,1250000.0,1529940.0,1327499.0,1788269.0,underpaid
Raúl García,Attacker,La Liga,CA Osasuna,Spain,24,73,1250000.0,1275847.0,1077979.0,1515469.0,fair
Iván Romero,Attacker,La Liga,Levante UD,Spain,24,71,1250000.0,1174731.0,969478.0,1427353.0,fair
Leo Román,Goalkeeper,La Liga,RCD Mallorca,Spain,24,77,1250000.0,1363160.0,1169485.0,1593029.0,fair
V. Gómez,Defender,La Liga,Real Betis Balompié,Argentina,22,76,1250000.0,1689361.0,1249073.0,2310124.0,fair
Aleix Febas,Midfielder,La Liga,Elche CF,Spain,29,72,1250000.0,1402266.0,1233193.0,1592488.0,fair
C. Baleba,Midfielder,Premier League,Brighton & Hove Albion,Cameroon,21,81,1250000.0,5693431.0,4815551.0,6529981.0,underpaid
Arnau Martínez,Defender,La Liga,Girona FC,Spain,22,79,1250000.0,2193052.0,1846531.0,2467631.0,underpaid
Pere Milla,Midfielder,La Liga,RCD Espanyol,Spain,32,71,1250000.0,1353595.0,1202559.0,1567890.0,fair
Domingos Duarte,Defender,La Liga,Getafe CF,Portugal,30,74,1250000.0,1571290.0,1385741.0,1836705.0,underpaid
M. Dmitrović,Goalkeeper,La Liga,RCD Espanyol,Serbia,33,79,1250000.0,2258910.0,1998006.0,2575911.0,underpaid
C. Ngonge,Attacker,Serie A,Torino,Belgium,25,72,1250000.0,1137908.0,918814.0,1369284.0,fair
Kike García,Attacker,La Liga,RCD Espanyol,Spain,35,76,1250000.0,1504525.0,1196769.0,1796985.0,fair
S. Colombatto,Midfielder,La Liga,Real Oviedo,Argentina,28,73,1250000.0,1429985.0,1257121.0,1633952.0,underpaid
Manu Morlanes,Midfielder,La Liga,RCD Mallorca,Spain,26,77,1250000.0,1919720.0,1613927.0,2264002.0,underpaid
Samú Costa,Midfielder,La Liga,RCD Mallorca,Portugal,24,78,1250000.0,2169528.0,1769680.0,2647304.0,underpaid
S. Mouriño,Defender,La Liga,Villarreal CF,Uruguay,23,74,1250000.0,1765655.0,1498919.0,2122378.0,underpaid
J. Thielmann,Attacker,Bundesliga,1. FC Köln,Germany,23,72,1230000.0,1254430.0,1056885.0,1505218.0,fair
Z. Flemming,Midfielder,Premier League,Burnley,Netherlands,26,73,1204810.0,1517896.0,1230571.0,1864524.0,underpaid
T. Iroegbunam,Midfielder,Premier League,Everton,England,22,74,1204810.0,1711175.0,1436619.0,2061508.0,underpaid
J. Laurent,Midfielder,Premier League,Burnley,England,30,73,1204810.0,1340250.0,1157155.0,1570354.0,fair
E. Kroupi,Attacker,Premier League,AFC Bournemouth,France,19,74,1204810.0,1763333.0,1431020.0,2263152.0,underpaid
S. van den Berg,Defender,Premier League,Brentford,Netherlands,23,77,1204810.0,2592772.0,2091921.0,3260620.0,underpaid
O. Sørensen,Midfielder,Serie A,Parma,Denmark,23,73,1200000.0,1144342.0,1014678.0,1277585.0,fair
M. Léris,Midfielder,Serie A,Pisa,Algeria,27,68,1200000.0,734009.0,556082.0,925331.0,overpaid
L. Sinayoko,Attacker,Ligue 1,AJ Auxerre,Mali,25,74,1180000.0,1588880.0,1302569.0,1927019.0,underpaid
M. Fernandez-Pardo,Attacker,Ligue 1,Lille OSC,Belgium,20,75,1180000.0,1241250.0,1027389.0,1415579.0,fair
M. Abline,Attacker,Ligue 1,FC Nantes,France,22,76,1180000.0,1378515.0,1079360.0,1634496.0,fair
M. Kanno,Midfielder,Saudi Pro League,Al Hilal,Saudi Arabia,30,72,1160000.0,1326918.0,1099656.0,1628368.0,fair
Antonio Blanco,Midfielder,La Liga,Deportivo Alavés,Spain,24,74,1150000.0,1259313.0,1066059.0,1459553.0,fair
M. Al Shanqeeti,Defender,Saudi Pro League,Al Ittihad,Saudi Arabia,26,70,1150000.0,1299746.0,1073373.0,1645357.0,fair
W. Swedberg,Attacker,La Liga,RC Celta,Sweden,21,74,1150000.0,1189876.0,983004.0,1344378.0,fair
Pol Lozano,Midfielder,La Liga,RCD Espanyol,Spain,25,75,1150000.0,1387976.0,1201977.0,1612611.0,underpaid
A. Laurienté,Attacker,Serie A,Sassuolo,France,26,80,1150000.0,2368097.0,1994251.0,2721700.0,underpaid
A. Ibrahimović,Attacker,Bundesliga,1. FC Heidenheim 1846,Germany,19,61,1130000.0,662966.0,543826.0,773948.0,overpaid
Í. Jóhannesson,Midfielder,Bundesliga,1. FC Köln,Iceland,22,73,1130000.0,1253639.0,1082705.0,1450334.0,fair
J. Kamiński,Attacker,Bundesliga,1. FC Köln,Poland,23,74,1130000.0,1541173.0,1296752.0,1858350.0,underpaid
J. Bahoya,Midfielder,Bundesliga,Eintracht Frankfurt,France,20,75,1130000.0,1272344.0,1021023.0,1506897.0,fair
M. Pieringer,Attacker,Bundesliga,1. FC Heidenheim 1846,Germany,25,75,1130000.0,1634830.0,1386176.0,1926944.0,underpaid
D. Heuer Fernandes,Goalkeeper,Bundesliga,Hamburger SV,Portugal,32,74,1130000.0,1337624.0,1199682.0,1518127.0,underpaid
J. Castrop,Midfielder,Bundesliga,Borussia Mönchengladbach,Germany,21,70,1130000.0,917029.0,788446.0,1085138.0,overpaid
Y. Engelhardt,Midfielder,Bundesliga,Borussia Mönchengladbach,Germany,24,70,1130000.0,1257671.0,1038486.0,1537644.0,fair
D. Sinani,Attacker,Bundesliga,FC St. Pauli,Luxembourg,28,69,1130000.0,898409.0,744358.0,1101086.0,overpaid
N. Atubolu,Goalkeeper,Bundesliga,SC Freiburg,Germany,23,77,1130000.0,1355209.0,1159162.0,1571238.0,underpaid
S. Walukiewicz,Defender,Serie A,Sassuolo,Poland,25,71,1110000.0,1257379.0,1050098.0,1559749.0,fair
R. Sottil,Attacker,Serie A,Lecce,Italy,26,75,1110000.0,1397243.0,1163041.0,1658884.0,underpaid
W. Falcone,Goalkeeper,Serie A,Lecce,Italy,30,81,1110000.0,2052273.0,1719560.0,2389238.0,underpaid
M. Ellertsson,Midfielder,Serie A,Genoa,Iceland,23,69,1110000.0,676077.0,538975.0,802752.0,overpaid
N. Štulić,Attacker,Serie A,Lecce,Serbia,23,72,1110000.0,866165.0,761309.0,1027086.0,overpaid
J. Piotrowski,Midfielder,Serie A,Udinese,Poland,27,69,1110000.0,771601.0,655578.0,955952.0,overpaid
J. Karlström,Midfielder,Serie A,Udinese,Sweden,30,75,1110000.0,1455713.0,1276418.0,1650720.0,underpaid
Jesús Rodríguez,Midfielder,Serie A,Como,Spain,19,74,1110000.0,1723757.0,1443024.0,2115091.0,underpaid
J. Idzes,Defender,Serie A,Sassuolo,Netherlands,25,72,1110000.0,1044188.0,904141.0,1269990.0,fair
G. Zappa,Defender,Serie A,Cagliari,Italy,25,74,1110000.0,1015139.0,879401.0,1175205.0,fair
M. Kempf,Defender,Serie A,Como,Germany,30,73,1110000.0,1633183.0,1345588.0,1889390.0,underpaid
M. Adopo,Midfielder,Serie A,Cagliari,France,24,72,1110000.0,929696.0,802028.0,1102381.0,overpaid
J. Vandeputte,Midfielder,Serie A,Cremonese,Belgium,29,72,1110000.0,1018590.0,889608.0,1184631.0,fair
Giovane,Attacker,Serie A,Hellas Verona FC,Brazil,21,65,1110000.0,648429.0,522386.0,771295.0,overpaid
N. Estévez,Midfielder,Serie A,Parma,Argentina,29,71,1110000.0,1037558.0,893869.0,1232594.0,fair
N. Cambiaghi,Midfielder,Serie A,Bologna,Italy,24,73,1110000.0,1451664.0,1172144.0,1751296.0,underpaid
D. Bartesaghi,Defender,Serie A,AC Milan,Italy,19,62,1110000.0,571073.0,477568.0,682791.0,overpaid
C. Ndour,Attacker,Serie A,Fiorentina,Italy,20,70,1110000.0,1173270.0,1004376.0,1374968.0,fair
J. Casimir,Midfielder,Ligue 1,AJ Auxerre,Guadeloupe,23,71,1090000.0,958458.0,839786.0,1126895.0,fair
V. Barco,Midfielder,Ligue 1,RC Strasbourg Alsace,Argentina,20,75,1090000.0,1645196.0,1399710.0,1967285.0,underpaid
A. Tosin,Attacker,Ligue 1,FC Lorient,Benin,27,71,1090000.0,1083901.0,926047.0,1272870.0,fair
A. Bouaddi,Midfielder,Ligue 1,Lille OSC,France,17,75,1090000.0,1152873.0,989269.0,1258312.0,fair
